id_vente,date_vente,client,produit,quantite,prix_unitaire,remise,montant_total,point_vente,mois,annee,semaine
V00223,2025-06-03,Omar Mehdi,ROSE ÉLÉGANCE,4,483.6,0.0,1934.4,Casablanca Anfa,6,2025,23
V00224,2025-01-31,Mohamed Ait Ali,ROSE ÉLÉGANCE,3,475.97,15.0,1427.91,Rabat Agdal,1,2025,5
V00225,2024-04-16,Nadia Zahra,VANILLE INTENSE,1,485.23,15.0,485.23,Rabat Hay Riad,4,2024,16
V00226,2024-06-28,Imane Hassan,VANILLE INTENSE,2,456.31,0.0,912.62,Casablanca Maarif,6,2024,26
V00227,2024-10-27,Karim Benali,MUSC BLANC,1,365.99,10.0,365.99,Agadir Marina,10,2024,43
V00228,2025-02-11,Omar Hassan,BOIS MYSTIQUE,1,630.39,5.0,630.39,Marrakech Gueliz,2,2025,7
V00229,2024-12-31,Sara Zahra,BOIS MYSTIQUE,1,635.92,0.0,635.92,Tanger Corniche,12,2024,1
V00230,2025-03-26,Fatima Zahra,VANILLE INTENSE,4,519.21,15.0,2076.84,Rabat Hay Riad,3,2025,13
V00231,2025-06-15,Amal El Amrani,CITRUS BREEZE,1,315.56,0.0,315.56,Agadir Marina,6,2025,24
V00232,2024-10-27,Mohamed El Amrani,OUD ROYAL,3,774.14,10.0,2322.42,Tanger Corniche,10,2024,43
V00233,2025-09-09,Fatima Khadiri,AMBER NIGHT,3,672.81,15.0,2018.4299999999998,Agadir Marina,9,2025,37
V00234,2025-03-21,Amal Benali,OUD ROYAL,4,729.5,0.0,2918.0,Casablanca Maarif,3,2025,12
V00235,2024-05-26,Nadia Hassan,ROSE ÉLÉGANCE,2,411.05,15.0,822.1,Marrakech Gueliz,5,2024,21
V00236,2025-01-27,Nadia Benali,SANTAL SUAVE,2,569.7,15.0,1139.4,Marrakech Gueliz,1,2025,5
V00237,2025-03-30,Youssef Ouardi,VANILLE INTENSE,5,486.69,15.0,2433.45,Casablanca Anfa,3,2025,13
V00238,2024-10-12,Karim El Amrani,ROSE ÉLÉGANCE,2,449.91,0.0,899.82,Agadir Marina,10,2024,41
V00239,2024-04-30,Amal Ait Ali,AMBER NIGHT,2,747.51,10.0,1495.02,Casablanca Anfa,4,2024,18
V00240,2025-05-17,Karim El Amrani,VANILLE INTENSE,1,495.2,0.0,495.2,Casablanca Maarif,5,2025,20
V00241,2024-11-23,Mohamed El Amrani,JASMIN PURE,5,402.39,10.0,2011.9499999999998,Rabat Hay Riad,11,2024,47
V00242,2024-06-10,Lina Zahra,JASMIN PURE,2,388.19,5.0,776.38,Rabat Hay Riad,6,2024,24
V00243,2024-05-22,Karim Hassan,ROSE ÉLÉGANCE,3,454.86,15.0,1364.58,Tanger Corniche,5,2024,21
V00244,2025-07-18,Lina Ouardi,OUD ROYAL,1,721.39,0.0,721.39,Agadir Marina,7,2025,29
V00245,2025-02-24,Fatima Ouardi,OUD ROYAL,2,820.86,0.0,1641.72,Tanger Corniche,2,2025,9
V00246,2025-04-22,Omar Zahra,VANILLE INTENSE,5,513.98,0.0,2569.9,Rabat Hay Riad,4,2025,17
V00247,2024-05-12,Fatima Mehdi,ROSE ÉLÉGANCE,1,451.63,10.0,451.63,Rabat Agdal,5,2024,19
V00248,2024-06-14,Mohamed Bouziane,FLORAL INTENSE,5,431.59,0.0,2157.95,Marrakech Gueliz,6,2024,24
V00249,2024-07-20,Omar Ait Ali,VANILLE INTENSE,3,511.44,0.0,1534.32,Agadir Marina,7,2024,29
V00250,2024-06-21,Nadia Ouardi,VANILLE INTENSE,2,515.87,20.0,1031.74,Marrakech Gueliz,6,2024,25
V00251,2025-07-31,Sara Benali,OUD ROYAL,1,817.28,20.0,817.28,Marrakech Gueliz,7,2025,31
V00252,2024-08-03,Nadia Rachid,SANTAL SUAVE,1,549.78,0.0,549.78,Marrakech Gueliz,8,2024,31
V00253,2024-11-05,Imane Bouziane,CITRUS BREEZE,3,317.03,0.0,951.0899999999999,Rabat Agdal,11,2024,45
V00254,2025-03-26,Fatima Hassan,AMBER NIGHT,2,658.27,0.0,1316.54,Marrakech Gueliz,3,2025,13
V00255,2024-11-22,Mohamed Rachid,VANILLE INTENSE,3,501.5,0.0,1504.5,Marrakech Gueliz,11,2024,47
V00256,2024-09-04,Imane El Amrani,BOIS MYSTIQUE,4,569.75,0.0,2279.0,Casablanca Maarif,9,2024,36
V00257,2024-10-24,Fatima Ouardi,CITRUS BREEZE,2,349.61,0.0,699.22,Rabat Hay Riad,10,2024,43
V00258,2024-12-01,Nadia Zahra,MUSC BLANC,2,379.87,0.0,759.74,Tanger Corniche,12,2024,48
V00259,2025-05-25,Amal Hassan,ROSE ÉLÉGANCE,1,490.07,0.0,490.07,Tanger Corniche,5,2025,21
V00260,2024-09-03,Karim Ouardi,FLORAL INTENSE,1,364.04,0.0,364.04,Agadir Marina,9,2024,36
V00261,2025-04-26,Amal Mehdi,ROSE ÉLÉGANCE,1,443.78,10.0,443.78,Casablanca Anfa,4,2025,17
V00262,2025-01-09,Fatima Zahra,ROSE ÉLÉGANCE,4,409.6,0.0,1638.4,Rabat Agdal,1,2025,2
V00263,2025-01-06,Omar Ait Ali,OUD ROYAL,4,750.64,0.0,3002.56,Marrakech Gueliz,1,2025,2
V00264,2025-09-30,Nadia El Amrani,VANILLE INTENSE,1,489.39,15.0,489.39,Agadir Marina,9,2025,40
V00265,2025-01-09,Lina Bouziane,SANTAL SUAVE,5,539.15,0.0,2695.75,Casablanca Maarif,1,2025,2
V00266,2024-02-09,Lina Zahra,AMBER NIGHT,5,674.15,20.0,3370.75,Agadir Marina,2,2024,6
V00267,2024-05-23,Mohamed Ouardi,FLORAL INTENSE,2,391.44,20.0,782.88,Casablanca Anfa,5,2024,21
V00268,2024-11-02,Nadia Zahra,JASMIN PURE,5,422.72,20.0,2113.6000000000004,Marrakech Gueliz,11,2024,44
V00269,2025-05-01,Sara Zahra,FLORAL INTENSE,1,438.39,20.0,438.39,Marrakech Gueliz,5,2025,18
V00270,2024-01-28,Nadia Hassan,BOIS MYSTIQUE,5,609.32,0.0,3046.6000000000004,Agadir Marina,1,2024,4
V00271,2025-05-06,Lina Mehdi,SANTAL SUAVE,4,511.26,5.0,2045.04,Casablanca Maarif,5,2025,19
V00272,2025-08-09,Youssef Bouziane,ROSE ÉLÉGANCE,4,433.23,0.0,1732.92,Tanger Corniche,8,2025,32
V00273,2024-07-27,Fatima Mehdi,SANTAL SUAVE,4,591.01,0.0,2364.04,Casablanca Anfa,7,2024,30
V00274,2024-05-21,Omar Bouziane,JASMIN PURE,3,461.84,0.0,1385.52,Agadir Marina,5,2024,21
V00275,2025-01-20,Mohamed Khadiri,AMBER NIGHT,5,658.56,15.0,3292.7999999999997,Casablanca Anfa,1,2025,4
V00276,2024-09-27,Nadia Hassan,MUSC BLANC,2,363.2,10.0,726.4,Rabat Agdal,9,2024,39
V00277,2024-10-31,Amal Bouziane,AMBER NIGHT,3,677.25,0.0,2031.75,Rabat Hay Riad,10,2024,44
V00278,2024-10-07,Amal El Amrani,SANTAL SUAVE,5,536.77,0.0,2683.85,Rabat Hay Riad,10,2024,41
V00279,2024-12-19,Lina Ait Ali,ROSE ÉLÉGANCE,3,490.98,0.0,1472.94,Marrakech Gueliz,12,2024,51
V00280,2025-03-28,Amal Hassan,MUSC BLANC,2,404.92,10.0,809.84,Agadir Marina,3,2025,13
V00281,2024-10-05,Lina El Amrani,SANTAL SUAVE,5,521.32,0.0,2606.6000000000004,Casablanca Anfa,10,2024,40
V00282,2025-06-27,Karim Bouziane,ROSE ÉLÉGANCE,1,442.2,0.0,442.2,Casablanca Maarif,6,2025,26
V00283,2024-05-20,Sara Mehdi,VANILLE INTENSE,4,515.29,0.0,2061.16,Tanger Corniche,5,2024,21
V00284,2024-07-23,Amal Zahra,BOIS MYSTIQUE,1,648.95,0.0,648.95,Casablanca Anfa,7,2024,30
V00285,2025-08-10,Karim Mehdi,ROSE ÉLÉGANCE,2,442.61,0.0,885.22,Casablanca Maarif,8,2025,32
V00286,2025-02-10,Imane Khadiri,BOIS MYSTIQUE,1,541.11,20.0,541.11,Agadir Marina,2,2025,7
V00287,2024-04-19,Mohamed Ait Ali,AMBER NIGHT,5,683.31,0.0,3416.5499999999997,Rabat Hay Riad,4,2024,16
V00288,2025-05-31,Imane Ait Ali,MUSC BLANC,1,367.13,0.0,367.13,Casablanca Anfa,5,2025,22
V00289,2024-09-20,Lina Benali,FLORAL INTENSE,3,405.42,5.0,1216.26,Rabat Agdal,9,2024,38
V00290,2025-09-17,Fatima Rachid,JASMIN PURE,3,385.29,0.0,1155.8700000000001,Rabat Agdal,9,2025,38
V00291,2024-05-23,Imane Zahra,MUSC BLANC,1,361.82,5.0,361.82,Tanger Corniche,5,2024,21
V00292,2024-09-30,Mohamed Ait Ali,SANTAL SUAVE,5,496.26,15.0,2481.3,Casablanca Anfa,9,2024,40
V00293,2024-08-29,Sara El Amrani,AMBER NIGHT,3,633.72,0.0,1901.16,Casablanca Anfa,8,2024,35
V00294,2024-11-14,Youssef Ait Ali,FLORAL INTENSE,5,377.67,0.0,1888.3500000000001,Tanger Corniche,11,2024,46
V00295,2024-06-05,Imane Ouardi,FLORAL INTENSE,4,416.16,0.0,1664.64,Rabat Hay Riad,6,2024,23
V00296,2025-07-04,Karim Bouziane,SANTAL SUAVE,1,552.81,0.0,552.81,Casablanca Anfa,7,2025,27
V00297,2025-01-05,Youssef Ouardi,OUD ROYAL,1,799.32,0.0,799.32,Rabat Agdal,1,2025,1
V00298,2025-08-09,Omar Khadiri,VANILLE INTENSE,3,535.45,0.0,1606.3500000000001,Casablanca Maarif,8,2025,32
V00299,2024-07-29,Nadia Hassan,OUD ROYAL,5,741.82,0.0,3709.1000000000004,Tanger Corniche,7,2024,31
V00300,2024-05-15,Omar Rachid,AMBER NIGHT,5,619.85,0.0,3099.25,Casablanca Anfa,5,2024,20
V00301,2024-11-11,Sara Rachid,BOIS MYSTIQUE,1,629.5,20.0,629.5,Casablanca Maarif,11,2024,46
V00302,2024-02-16,Fatima Zahra,OUD ROYAL,5,824.12,0.0,4120.6,Tanger Corniche,2,2024,7
V00303,2024-02-02,Amal Rachid,VANILLE INTENSE,2,526.58,0.0,1053.16,Marrakech Gueliz,2,2024,5
V00304,2025-01-26,Imane Rachid,CITRUS BREEZE,1,331.69,0.0,331.69,Rabat Agdal,1,2025,4
V00305,2024-12-22,Youssef Khadiri,JASMIN PURE,4,422.42,5.0,1689.68,Rabat Hay Riad,12,2024,51
V00306,2024-01-04,Sara Ait Ali,AMBER NIGHT,5,669.68,0.0,3348.3999999999996,Rabat Hay Riad,1,2024,1
V00307,2024-08-23,Karim Hassan,FLORAL INTENSE,2,382.05,0.0,764.1,Casablanca Maarif,8,2024,34
V00308,2025-03-05,Nadia Benali,MUSC BLANC,2,347.11,20.0,694.22,Casablanca Maarif,3,2025,10
V00309,2025-04-02,Nadia Benali,MUSC BLANC,1,372.57,5.0,372.57,Agadir Marina,4,2025,14
V00310,2024-08-10,Sara Khadiri,JASMIN PURE,3,397.67,20.0,1193.01,Marrakech Gueliz,8,2024,32
V00311,2025-08-14,Nadia Zahra,MUSC BLANC,3,408.6,0.0,1225.8000000000002,Rabat Agdal,8,2025,33
V00312,2025-02-27,Amal Ait Ali,ROSE ÉLÉGANCE,5,490.37,0.0,2451.85,Casablanca Anfa,2,2025,9
V00313,2025-03-13,Omar Hassan,ROSE ÉLÉGANCE,3,489.74,0.0,1469.22,Rabat Hay Riad,3,2025,11
V00314,2025-06-21,Mohamed Rachid,CITRUS BREEZE,2,307.19,0.0,614.38,Rabat Hay Riad,6,2025,25
V00315,2025-07-04,Imane Bouziane,MUSC BLANC,3,407.17,0.0,1221.51,Rabat Hay Riad,7,2025,27
V00316,2025-04-19,Sara Mehdi,CITRUS BREEZE,4,323.67,0.0,1294.68,Tanger Corniche,4,2025,16
V00317,2024-09-05,Amal Bouziane,FLORAL INTENSE,1,433.78,15.0,433.78,Casablanca Maarif,9,2024,36
V00318,2025-07-02,Karim Benali,BOIS MYSTIQUE,4,620.84,20.0,2483.36,Casablanca Maarif,7,2025,27
V00319,2024-03-15,Karim Ouardi,JASMIN PURE,2,418.27,15.0,836.54,Marrakech Gueliz,3,2024,11
V00320,2024-01-16,Karim Bouziane,OUD ROYAL,4,812.17,20.0,3248.68,Casablanca Anfa,1,2024,3
V00321,2024-07-28,Fatima Bouziane,JASMIN PURE,3,443.14,0.0,1329.42,Tanger Corniche,7,2024,30
V00322,2025-06-30,Mohamed Ait Ali,BOIS MYSTIQUE,3,601.54,0.0,1804.62,Tanger Corniche,6,2025,27
V00323,2024-04-10,Imane Zahra,MUSC BLANC,3,365.78,0.0,1097.34,Agadir Marina,4,2024,15
V00324,2024-08-14,Lina Benali,BOIS MYSTIQUE,5,652.17,20.0,3260.85,Casablanca Anfa,8,2024,33
V00325,2025-03-03,Amal Khadiri,MUSC BLANC,3,359.48,20.0,1078.44,Rabat Hay Riad,3,2025,10
V00326,2024-09-08,Imane Mehdi,FLORAL INTENSE,3,421.07,0.0,1263.21,Casablanca Anfa,9,2024,36
V00327,2025-05-17,Imane Khadiri,FLORAL INTENSE,2,371.2,0.0,742.4,Tanger Corniche,5,2025,20
V00328,2024-07-07,Omar Benali,JASMIN PURE,1,448.48,0.0,448.48,Rabat Hay Riad,7,2024,27
V00329,2024-02-19,Sara Rachid,VANILLE INTENSE,2,456.8,0.0,913.6,Casablanca Maarif,2,2024,8
V00330,2024-08-11,Omar Hassan,FLORAL INTENSE,1,409.43,20.0,409.43,Tanger Corniche,8,2024,32
V00331,2025-05-14,Sara Benali,JASMIN PURE,5,412.55,0.0,2062.75,Agadir Marina,5,2025,20
V00332,2024-10-08,Omar Ait Ali,ROSE ÉLÉGANCE,5,478.18,0.0,2390.9,Rabat Hay Riad,10,2024,41
V00333,2024-07-02,Youssef El Amrani,JASMIN PURE,2,398.24,20.0,796.48,Agadir Marina,7,2024,27
V00334,2024-09-15,Mohamed Ait Ali,CITRUS BREEZE,1,311.88,0.0,311.88,Tanger Corniche,9,2024,37
V00335,2025-08-01,Karim Bouziane,BOIS MYSTIQUE,1,618.45,0.0,618.45,Casablanca Maarif,8,2025,31
V00336,2025-02-19,Fatima Rachid,JASMIN PURE,4,382.71,0.0,1530.84,Casablanca Anfa,2,2025,8
V00337,2024-06-24,Youssef Hassan,CITRUS BREEZE,3,324.21,0.0,972.6299999999999,Agadir Marina,6,2024,26
V00338,2024-02-13,Karim Bouziane,SANTAL SUAVE,4,524.82,0.0,2099.28,Casablanca Anfa,2,2024,7
V00339,2024-10-14,Omar Ouardi,ROSE ÉLÉGANCE,2,488.59,15.0,977.18,Casablanca Maarif,10,2024,42
V00340,2024-07-31,Nadia Khadiri,CITRUS BREEZE,1,307.15,20.0,307.15,Rabat Agdal,7,2024,31
V00341,2025-08-03,Fatima Mehdi,FLORAL INTENSE,4,420.45,0.0,1681.8,Rabat Hay Riad,8,2025,31
V00342,2024-03-21,Omar Zahra,ROSE ÉLÉGANCE,1,444.34,0.0,444.34,Marrakech Gueliz,3,2024,12
V00343,2025-09-11,Nadia Ouardi,CITRUS BREEZE,3,289.9,10.0,869.6999999999999,Rabat Hay Riad,9,2025,37
V00344,2025-04-06,Imane Bouziane,FLORAL INTENSE,5,435.29,0.0,2176.4500000000003,Rabat Agdal,4,2025,14
V00345,2025-08-22,Fatima El Amrani,SANTAL SUAVE,3,582.79,0.0,1748.37,Casablanca Maarif,8,2025,34
V00346,2024-10-01,Lina Rachid,VANILLE INTENSE,4,481.67,0.0,1926.68,Casablanca Maarif,10,2024,40
V00347,2024-01-06,Amal Hassan,FLORAL INTENSE,3,368.18,0.0,1104.54,Rabat Agdal,1,2024,1
V00348,2025-03-17,Imane Mehdi,JASMIN PURE,5,412.28,0.0,2061.3999999999996,Casablanca Maarif,3,2025,12
V00349,2024-12-28,Omar El Amrani,SANTAL SUAVE,5,581.29,0.0,2906.45,Casablanca Maarif,12,2024,52
V00350,2024-10-25,Fatima Rachid,OUD ROYAL,5,810.78,5.0,4053.8999999999996,Agadir Marina,10,2024,43
V00351,2025-06-17,Lina Rachid,VANILLE INTENSE,2,476.89,10.0,953.78,Tanger Corniche,6,2025,25
V00352,2024-05-29,Youssef Khadiri,CITRUS BREEZE,3,314.95,0.0,944.8499999999999,Rabat Hay Riad,5,2024,22
V00353,2024-03-19,Mohamed Ait Ali,MUSC BLANC,4,387.13,5.0,1548.52,Tanger Corniche,3,2024,12
V00354,2024-04-19,Lina Ait Ali,ROSE ÉLÉGANCE,4,434.9,20.0,1739.6,Tanger Corniche,4,2024,16
V00355,2024-12-03,Imane Zahra,CITRUS BREEZE,5,296.71,15.0,1483.55,Agadir Marina,12,2024,49
V00356,2024-07-24,Imane Zahra,VANILLE INTENSE,4,546.87,10.0,2187.48,Casablanca Anfa,7,2024,30
V00357,2025-05-17,Nadia Bouziane,FLORAL INTENSE,4,382.42,0.0,1529.68,Marrakech Gueliz,5,2025,20
V00358,2024-04-26,Nadia Bouziane,SANTAL SUAVE,5,514.79,0.0,2573.95,Casablanca Maarif,4,2024,17
V00359,2025-04-17,Karim Hassan,BOIS MYSTIQUE,1,638.28,0.0,638.28,Casablanca Anfa,4,2025,16
V00360,2025-05-26,Lina Ait Ali,MUSC BLANC,3,392.06,0.0,1176.18,Rabat Hay Riad,5,2025,22
V00361,2025-01-21,Youssef Hassan,SANTAL SUAVE,4,559.05,0.0,2236.2,Agadir Marina,1,2025,4
V00362,2025-03-04,Omar Benali,FLORAL INTENSE,5,407.51,0.0,2037.55,Casablanca Maarif,3,2025,10
V00363,2024-09-11,Mohamed Khadiri,SANTAL SUAVE,1,556.95,0.0,556.95,Rabat Hay Riad,9,2024,37
V00364,2024-12-05,Fatima El Amrani,ROSE ÉLÉGANCE,1,428.29,0.0,428.29,Casablanca Anfa,12,2024,49
V00365,2025-06-15,Omar Ouardi,SANTAL SUAVE,2,544.04,0.0,1088.08,Tanger Corniche,6,2025,24
V00366,2025-08-25,Omar Khadiri,FLORAL INTENSE,1,398.62,10.0,398.62,Tanger Corniche,8,2025,35
V00367,2024-03-28,Youssef Khadiri,FLORAL INTENSE,3,387.45,5.0,1162.35,Agadir Marina,3,2024,13
V00368,2025-05-09,Mohamed Hassan,OUD ROYAL,4,783.3,0.0,3133.2,Marrakech Gueliz,5,2025,19
V00369,2024-03-09,Amal Benali,OUD ROYAL,1,802.38,0.0,802.38,Casablanca Anfa,3,2024,10
V00370,2024-06-17,Karim Mehdi,VANILLE INTENSE,5,466.01,0.0,2330.05,Tanger Corniche,6,2024,25
V00371,2025-04-18,Karim Rachid,VANILLE INTENSE,2,514.05,0.0,1028.1,Tanger Corniche,4,2025,16
V00372,2024-01-30,Nadia Bouziane,AMBER NIGHT,5,670.42,0.0,3352.1,Casablanca Anfa,1,2024,5
V00373,2024-08-07,Karim Ait Ali,OUD ROYAL,5,690.26,0.0,3451.3,Rabat Agdal,8,2024,32
V00374,2025-01-09,Mohamed Bouziane,AMBER NIGHT,1,647.68,0.0,647.68,Agadir Marina,1,2025,2
V00375,2024-11-16,Nadia Rachid,SANTAL SUAVE,4,559.57,15.0,2238.28,Marrakech Gueliz,11,2024,46
V00376,2025-04-13,Nadia Khadiri,BOIS MYSTIQUE,5,610.82,0.0,3054.1000000000004,Marrakech Gueliz,4,2025,15
V00377,2024-04-30,Karim Ait Ali,OUD ROYAL,2,731.0,0.0,1462.0,Agadir Marina,4,2024,18
V00378,2025-02-01,Fatima Ouardi,VANILLE INTENSE,5,488.37,0.0,2441.85,Tanger Corniche,2,2025,5
V00379,2025-07-04,Lina Mehdi,VANILLE INTENSE,4,478.88,0.0,1915.52,Marrakech Gueliz,7,2025,27
V00380,2025-04-06,Nadia Benali,FLORAL INTENSE,1,398.77,5.0,398.77,Rabat Hay Riad,4,2025,14
V00381,2025-01-28,Omar Mehdi,AMBER NIGHT,4,705.12,0.0,2820.48,Casablanca Anfa,1,2025,5
V00382,2025-03-30,Imane Khadiri,OUD ROYAL,5,679.63,5.0,3398.15,Marrakech Gueliz,3,2025,13
V00383,2024-02-03,Amal Bouziane,JASMIN PURE,3,392.13,0.0,1176.3899999999999,Agadir Marina,2,2024,5
V00384,2025-05-22,Omar Mehdi,OUD ROYAL,5,692.13,0.0,3460.65,Rabat Hay Riad,5,2025,21
V00385,2025-01-10,Omar Benali,AMBER NIGHT,5,641.72,0.0,3208.6000000000004,Casablanca Maarif,1,2025,2
V00386,2024-09-10,Amal Benali,AMBER NIGHT,3,659.41,0.0,1978.23,Tanger Corniche,9,2024,37
V00387,2024-04-30,Karim Bouziane,SANTAL SUAVE,3,589.72,20.0,1769.16,Casablanca Anfa,4,2024,18
V00388,2025-03-14,Lina Ouardi,VANILLE INTENSE,2,531.35,0.0,1062.7,Agadir Marina,3,2025,11
V00389,2024-12-25,Omar Ait Ali,SANTAL SUAVE,5,513.52,10.0,2567.6,Marrakech Gueliz,12,2024,52
V00390,2025-08-09,Amal Mehdi,OUD ROYAL,2,819.42,0.0,1638.84,Casablanca Maarif,8,2025,32
V00391,2024-10-10,Lina Khadiri,MUSC BLANC,2,396.07,5.0,792.14,Rabat Hay Riad,10,2024,41
V00392,2025-02-06,Imane Khadiri,SANTAL SUAVE,3,564.06,0.0,1692.1799999999998,Tanger Corniche,2,2025,6
V00393,2024-03-18,Youssef Rachid,JASMIN PURE,3,436.36,15.0,1309.08,Tanger Corniche,3,2024,12
V00394,2025-05-14,Mohamed Ouardi,ROSE ÉLÉGANCE,1,470.78,0.0,470.78,Casablanca Anfa,5,2025,20
V00395,2025-01-01,Youssef Mehdi,CITRUS BREEZE,2,349.96,5.0,699.92,Tanger Corniche,1,2025,1
V00396,2024-10-01,Mohamed Ait Ali,FLORAL INTENSE,5,406.23,20.0,2031.15,Rabat Hay Riad,10,2024,40
V00397,2025-05-11,Mohamed Benali,ROSE ÉLÉGANCE,1,461.36,0.0,461.36,Casablanca Maarif,5,2025,19
V00398,2024-05-07,Lina Hassan,AMBER NIGHT,1,746.89,0.0,746.89,Rabat Agdal,5,2024,19
V00399,2024-05-15,Amal Khadiri,BOIS MYSTIQUE,1,618.55,10.0,618.55,Casablanca Maarif,5,2024,20
V00400,2025-01-15,Lina Benali,CITRUS BREEZE,3,334.46,5.0,1003.3799999999999,Tanger Corniche,1,2025,3
V00401,2024-04-03,Youssef Benali,MUSC BLANC,4,347.92,20.0,1391.68,Rabat Agdal,4,2024,14
V00402,2025-06-15,Imane Benali,ROSE ÉLÉGANCE,3,478.54,0.0,1435.6200000000001,Casablanca Anfa,6,2025,24
V00403,2024-05-15,Imane El Amrani,MUSC BLANC,4,348.79,0.0,1395.16,Casablanca Maarif,5,2024,20
V00404,2024-11-16,Mohamed Ait Ali,VANILLE INTENSE,4,527.35,0.0,2109.4,Casablanca Anfa,11,2024,46
V00405,2024-05-26,Youssef Mehdi,SANTAL SUAVE,1,562.14,0.0,562.14,Tanger Corniche,5,2024,21
V00406,2024-12-25,Karim Khadiri,CITRUS BREEZE,5,331.94,5.0,1659.7,Casablanca Maarif,12,2024,52
V00407,2024-04-12,Lina El Amrani,SANTAL SUAVE,4,533.67,0.0,2134.68,Marrakech Gueliz,4,2024,15
V00408,2024-05-23,Karim Ait Ali,OUD ROYAL,2,758.01,20.0,1516.02,Casablanca Anfa,5,2024,21
V00409,2025-09-14,Amal Benali,BOIS MYSTIQUE,2,602.13,0.0,1204.26,Rabat Agdal,9,2025,37
V00410,2025-02-05,Amal Benali,MUSC BLANC,4,371.33,5.0,1485.32,Tanger Corniche,2,2025,6
V00411,2025-08-31,Youssef Mehdi,ROSE ÉLÉGANCE,3,489.05,0.0,1467.15,Tanger Corniche,8,2025,35
V00412,2025-08-05,Fatima Zahra,JASMIN PURE,2,442.07,0.0,884.14,Casablanca Maarif,8,2025,32
V00413,2025-08-24,Youssef Benali,BOIS MYSTIQUE,2,544.78,0.0,1089.56,Rabat Hay Riad,8,2025,34
V00414,2025-02-11,Omar Ait Ali,JASMIN PURE,4,413.58,0.0,1654.32,Casablanca Maarif,2,2025,7
V00415,2025-07-03,Omar Ouardi,VANILLE INTENSE,3,458.36,0.0,1375.08,Agadir Marina,7,2025,27
V00416,2024-07-27,Lina Mehdi,FLORAL INTENSE,4,406.91,0.0,1627.64,Marrakech Gueliz,7,2024,30
V00417,2025-03-23,Karim Benali,MUSC BLANC,1,412.27,0.0,412.27,Tanger Corniche,3,2025,12
V00418,2025-09-18,Nadia Benali,BOIS MYSTIQUE,2,554.33,0.0,1108.66,Casablanca Anfa,9,2025,38
V00419,2024-01-12,Lina Hassan,FLORAL INTENSE,5,401.38,10.0,2006.9,Rabat Agdal,1,2024,2
V00420,2025-01-15,Lina Ait Ali,OUD ROYAL,1,725.25,0.0,725.25,Marrakech Gueliz,1,2025,3
V00421,2025-06-20,Youssef Ait Ali,SANTAL SUAVE,1,549.58,0.0,549.58,Marrakech Gueliz,6,2025,25
V00422,2024-02-26,Imane Ouardi,VANILLE INTENSE,3,465.73,0.0,1397.19,Agadir Marina,2,2024,9
V00423,2024-04-28,Karim Mehdi,ROSE ÉLÉGANCE,1,482.28,0.0,482.28,Rabat Agdal,4,2024,17
V00424,2024-02-17,Imane Zahra,CITRUS BREEZE,2,299.45,0.0,598.9,Agadir Marina,2,2024,7
V00425,2025-03-05,Karim Zahra,MUSC BLANC,4,411.6,15.0,1646.4,Marrakech Gueliz,3,2025,10
V00426,2024-03-20,Nadia Zahra,OUD ROYAL,5,776.0,0.0,3880.0,Rabat Agdal,3,2024,12
V00427,2024-08-16,Omar Benali,CITRUS BREEZE,1,344.13,10.0,344.13,Rabat Hay Riad,8,2024,33
V00428,2024-11-14,Mohamed El Amrani,JASMIN PURE,4,378.67,5.0,1514.68,Marrakech Gueliz,11,2024,46
V00429,2025-07-31,Amal Ouardi,MUSC BLANC,4,369.99,0.0,1479.96,Rabat Hay Riad,7,2025,31
V00430,2024-07-19,Omar Bouziane,VANILLE INTENSE,1,543.24,0.0,543.24,Rabat Agdal,7,2024,29
V00431,2025-07-08,Mohamed Benali,FLORAL INTENSE,1,420.71,0.0,420.71,Rabat Hay Riad,7,2025,28
V00432,2024-11-10,Youssef Bouziane,JASMIN PURE,2,413.26,0.0,826.52,Rabat Agdal,11,2024,45
V00433,2024-10-13,Youssef Benali,MUSC BLANC,5,373.39,15.0,1866.9499999999998,Tanger Corniche,10,2024,41
V00434,2024-03-27,Nadia El Amrani,JASMIN PURE,2,431.53,0.0,863.06,Casablanca Maarif,3,2024,13
V00435,2025-08-29,Nadia Benali,CITRUS BREEZE,2,303.15,10.0,606.3,Rabat Hay Riad,8,2025,35
V00436,2024-11-18,Fatima Zahra,FLORAL INTENSE,4,381.76,0.0,1527.04,Rabat Agdal,11,2024,47
V00437,2024-05-19,Nadia El Amrani,VANILLE INTENSE,1,466.44,0.0,466.44,Marrakech Gueliz,5,2024,20
V00438,2025-02-20,Youssef Mehdi,FLORAL INTENSE,2,396.15,0.0,792.3,Marrakech Gueliz,2,2025,8
V00439,2024-05-02,Youssef Khadiri,BOIS MYSTIQUE,5,544.84,15.0,2724.2000000000003,Rabat Agdal,5,2024,18
V00440,2024-04-03,Karim Zahra,CITRUS BREEZE,5,291.13,10.0,1455.65,Marrakech Gueliz,4,2024,14
V00441,2024-06-27,Sara Rachid,AMBER NIGHT,5,713.74,5.0,3568.7,Casablanca Maarif,6,2024,26
V00442,2025-04-18,Youssef Khadiri,OUD ROYAL,1,684.25,5.0,684.25,Rabat Agdal,4,2025,16
V00443,2024-07-21,Fatima Zahra,OUD ROYAL,5,762.92,0.0,3814.6,Casablanca Maarif,7,2024,29
